117034,104.3,123.66,2.51,2.53,2.52,51.6,81,S3
117034,104.4,123.64,2.42,2.54,2.45,50.52,78,S3
117034,104.5,123.63,2.46,2.51,2.48,61.57,79.5,S3
117034,104.6,123.66,2.49,2.52,2.5,60.22,81,S3
117034,104.7,123.58,2.44,2.56,2.46,48.5,81,S3
117034,104.8,123.61,2.45,2.53,2.48,64.66,79.5,S3
117034,104.9,123.69,2.48,2.5,2.49,55.64,81,S3
117034,105,123.6,2.42,2.48,2.44,40.15,82.5,S3
117034,105.1,123.7,2.43,2.44,2.44,41.49,85.5,S3
117034,105.2,123.38,2.43,2.43,2.44,63.59,87,S3
117034,105.3,123.61,2.41,2.51,2.43,41.22,88.5,S3
117034,105.4,123.72,2.49,2.5,2.49,38.53,87,S3
117034,105.5,123.55,2.45,2.46,2.46,51.87,84,S3
117034,105.6,123.52,2.44,2.51,2.46,72.21,85.5,S3
117034,105.7,123.49,2.43,2.48,2.46,54.43,85.5,S3
117034,105.8,123.49,2.45,2.51,2.47,58.06,84,S2
117034,105.9,123.55,2.45,2.5,2.47,56.31,81,S2
117034,106,123.48,2.45,2.5,2.47,69.38,82.5,S2
117034,106.1,123.45,2.43,2.49,2.45,63.18,84,S2
117034,106.2,123.42,2.38,2.51,2.42,56.18,84,S3
117034,106.3,123.4,2.42,2.51,2.46,62.51,84,S3
117034,106.4,123.45,2.46,2.56,2.48,63.05,81,S3
117034,106.5,123.48,2.5,2.52,2.51,53.08,81,S4
117034,106.6,123.44,2.52,2.51,2.52,82.18,82.5,S3
117034,106.7,123.58,2.45,2.52,2.48,62.1,79.5,S3
117034,106.8,123.49,2.48,2.55,2.5,48.36,78,S3
117034,106.9,123.47,2.46,2.52,2.49,86.49,79.5,S3
117034,107,123.59,2.44,2.54,2.47,63.45,78,S3
117034,107.1,123.65,2.51,2.52,2.51,59.28,78,S3
117034,107.2,123.64,2.49,2.51,2.5,55.23,78,S3
117034,107.3,123.78,2.47,2.54,2.49,61.43,78,S3
117034,107.4,123.78,2.44,2.55,2.47,61.7,81,S3
117034,107.5,123.76,2.51,2.55,2.51,52.4,79.5,S3
117034,107.6,123.69,2.5,2.49,2.5,62.1,79.5,S3
117034,107.7,123.58,2.45,2.53,2.47,54.16,79.5,S3
117034,107.8,123.71,2.45,2.54,2.48,60.08,78,S3
117034,107.9,123.58,2.5,2.54,2.52,40.01,79.5,S3
117034,108,123.58,2.48,2.55,2.5,63.05,81,S3
117034,108.1,123.61,2.51,2.56,2.52,79.35,81,S3
117034,108.2,123.54,2.5,2.55,2.51,66.42,81,S3
117034,108.3,123.62,2.45,2.57,2.48,64.8,81,S3
117034,108.4,123.67,2.43,2.56,2.47,67.36,81,S3
117034,108.5,123.6,2.57,2.55,2.57,69.92,79.5,S3
117034,108.6,123.69,2.57,2.57,2.57,52.14,79.5,S3
117034,108.7,123.56,2.52,2.58,2.55,61.03,78,S3
117034,108.8,123.56,2.53,2.63,2.55,68.57,75,S3
117034,108.9,123.56,2.53,2.62,2.56,56.58,78,S1
117034,109,124.08,2.5,2.59,2.52,59.28,81,S1
117034,109.1,124.01,2.52,2.5,2.52,47.82,90,S1
117034,109.2,123.58,2.49,2.51,2.49,43.78,91.5,S1
117034,109.3,123.73,2.47,2.43,2.47,49.31,84,S1
117034,109.4,123.66,2.46,2.5,2.47,49.31,84,S1
117034,109.5,123.71,2.46,2.49,2.47,73.69,85.5,S1
117034,109.6,123.72,2.48,2.5,2.49,67.76,88.5,S1
117034,109.7,123.69,2.49,2.53,2.5,71.27,91.5,S1
117034,109.8,123.77,2.46,2.51,2.48,74.09,93,S1
117034,109.9,123.58,2.48,2.55,2.5,88.91,93,S1
117034,110,123.63,2.44,2.56,2.48,84.06,93,S1
117034,110.1,123.67,2.47,2.56,2.5,68.44,94.5,S1
117034,110.2,123.56,2.46,2.55,2.49,79.75,93,S1
117034,110.3,123.52,2.47,2.54,2.5,68.17,91.5,S1
117034,110.4,123.58,2.49,2.58,2.52,56.72,90,S1
117034,110.5,123.61,2.48,2.62,2.51,68.17,87,S1
117034,110.6,123.58,2.54,2.58,2.55,75.85,87,S1
117034,110.7,123.65,2.5,2.55,2.52,84.47,90,S1
117034,110.8,123.62,2.54,2.55,2.54,86.08,93,S1
117034,110.9,123.63,2.52,2.54,2.53,127.58,96,S1
117034,111,123.58,2.51,2.6,2.53,85.55,93,S1
117034,111.1,123.66,2.53,2.58,2.54,64.53,87,S1
117034,111.2,123.66,2.51,2.54,2.52,90.26,88.5,S1
117034,111.3,123.67,2.45,2.53,2.48,68.03,91.5,S1
117034,111.4,123.62,2.47,2.57,2.49,65.88,91.5,S1
117034,111.5,123.6,2.46,2.56,2.49,87.3,91.5,S1
117034,111.6,123.64,2.51,2.56,2.53,69.65,91.5,S1
